Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /track/pageView-1,378",1,154,154,154,0.00,100.000%,6.49351,15.12,5.05,2385.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /bcbszqrxcqd-1,379",1,1923,1923,1923,0.00,0.000%,.52002,0.78,0.50,1532.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /bcbszqrxcqd-1,380",1,1359,1359,1359,0.00,0.000%,.73584,1.10,0.71,1532.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/1p-user-list/1066460180/-1,428",1,84,84,84,0.00,0.000%,11.90476,8.61,20.53,741.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=87471&ck=1&ref=https://www.netshoes.com.br/busca/infantil-avengers-1,381",1,212,212,212,0.00,0.000%,4.71698,1.87,3.12,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,399",1,74,74,74,0.00,0.000%,13.51351,4.71,13.87,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,397",1,15,15,15,0.00,0.000%,66.66667,23.24,63.02,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,386",1,15,15,15,0.00,0.000%,66.66667,23.24,144.79,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,392",1,16,16,16,0.00,0.000%,62.50000,21.79,54.69,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,389",1,15,15,15,0.00,0.000%,66.66667,23.24,147.33,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,387",1,29,29,29,0.00,0.000%,34.48276,20.27,54.49,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,404",1,14,14,14,0.00,0.000%,71.42857,41.99,113.70,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,384",1,72,72,72,0.00,0.000%,13.88889,9.20,6.96,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/1p-user-list/1066460180/-1,420",1,73,73,73,0.00,0.000%,13.69863,9.91,17.40,741.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=851182&ck=1&ref=https://www.netshoes.com.br/recommendations-1,435",1,209,209,209,0.00,0.000%,4.78469,1.90,6.01,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /mercurio.html-1,429",1,85,85,85,0.00,0.000%,11.76471,10.49,5.77,913.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recaptcha/api2/aframe-1,401",1,94,94,94,0.00,0.000%,10.63830,17.38,5.31,1673.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /setcookie.html-1,438",1,21,21,21,0.00,0.000%,47.61905,53.25,23.90,1145.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /mercurio.html-1,434",1,20,20,20,0.00,0.000%,50.00000,44.58,24.51,913.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /static/netshoes-br/v0.0.113/assets/netshoes-br/style.js-1,418",1,94,94,94,0.00,0.000%,10.63830,42.40,4.61,4081.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /static/netshoes-br/v0.0.113/assets/netshoes-br/style.js-1,421",1,21,21,21,0.00,0.000%,47.61905,189.78,20.65,4081.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /e845b1cfc02f512ed4b8a0d86459df68.js-1,425",1,67,67,67,0.00,0.000%,14.92537,694.31,6.19,47635.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /e845b1cfc02f512ed4b8a0d86459df68.js-1,423",1,27,27,27,0.00,0.000%,37.03704,1722.91,15.37,47635.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,413",1,54,54,54,0.00,0.000%,18.51852,8.36,44.87,462.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,395",1,22,22,22,0.00,0.000%,45.45455,20.51,110.44,462.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,415",1,18,18,18,0.00,0.000%,55.55556,25.07,134.98,462.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,412",1,18,18,18,0.00,0.000%,55.55556,25.99,116.54,479.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,411",1,18,18,18,0.00,0.000%,55.55556,25.07,134.60,462.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,414",1,19,19,19,0.00,0.000%,52.63158,24.62,109.22,479.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?t=dc&aip=1&_r=3&v=1&_v=j98&tid=UA-1776034-5&cid=1390793279.1667239669&jid=1363907559&gjid=7500192&_gid=1792884466.1667239669&_u=SCECAAILSAAAiCAMI~&z=598595693-1,433",1,204,204,204,0.00,0.000%,4.90196,3.36,3.03,702.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,382",1,181,181,181,0.00,0.000%,5.52486,3.22,4.72,597.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tags/v2?type=json-1,403",1,449,449,449,0.00,0.000%,2.22717,1.53,2.00,704.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tags/v2?type=json-1,396",1,141,141,141,0.00,0.000%,7.09220,4.88,6.86,704.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /syncframe-1,391",1,431,431,431,0.00,0.000%,2.32019,12.82,1.22,5657.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?t=dc&aip=1&_r=3&v=1&_v=j98&tid=UA-1776034-5&cid=1390793279.1667239669&jid=815246704&gjid=380411832&_gid=1792884466.1667239669&_u=SCECAAILSAAAiCAMI~&z=1056358374-1,424",1,65,65,65,0.00,0.000%,15.38462,10.55,9.54,702.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /sodar/sodar2/225/runner.html-1,436",1,36,36,36,0.00,0.000%,27.77778,158.99,14.35,5861.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,440",1,20,20,20,0.00,0.000%,50.00000,29.39,81.35,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /sodar/sodar2/225/runner.html-1,426",1,17,17,17,0.00,0.000%,58.82353,336.68,30.39,5861.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,394",1,178,178,178,0.00,0.000%,5.61798,3.17,4.71,577.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /get.php-1,398",1,145,145,145,0.00,0.000%,6.89655,3.50,2.92,519.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1460069144&_gaz=1&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=1&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbones%3Fgenero%3Dmenino%26genero%3Dmenina%26genero%3Dbebe-menino%26genero%3Dbebe-menina%26mi%3Dhm_ger_mntop_CR-ACE-bones%26psn%3DMenu_Top&dr=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=Bon%C3%A9s%20de%20Aba%20Reta%20ou%20Curva%20-%20Comprar%20em%20Oferta%20%7C%20Netshoes&en=page_view&up.midia_interna_transacao=hm_ger_mntop_CR-ACE-bones-1,390",1,109,109,109,0.00,0.000%,9.17431,4.93,9.97,550.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /setcookie.html-1,432",1,37,37,37,0.00,0.000%,27.02703,30.22,13.57,1145.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /event-1,388",1,424,424,424,0.00,0.000%,2.35849,1.21,2.24,525.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recaptcha/api2/aframe-1,430",1,79,79,79,0.00,0.000%,12.65823,18.49,6.32,1496.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /box/GetInitialData-1,406",1,146,146,146,0.00,0.000%,6.84932,13.52,5.10,2021.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pcs/view-1,407",1,85,85,85,0.00,0.000%,11.76471,12.39,11.74,1078.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /box/GetInitialData-1,393",1,139,139,139,0.00,0.000%,7.19424,14.20,5.56,2021.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/1p-user-list/1066460180/-1,431",1,67,67,67,0.00,0.000%,14.92537,10.80,25.70,741.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pcs/view-1,405",1,71,71,71,0.00,0.000%,14.08451,14.83,14.06,1078.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i18n/pixel/config.js-1,408",1,172,172,172,0.00,0.000%,5.81395,7.52,2.61,1325.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /syncframe-1,385",1,143,143,143,0.00,0.000%,6.99301,38.65,3.69,5660.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,400",1,166,166,166,0.00,0.000%,6.02410,4.91,6.55,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i18n/pixel/config.js-1,410",1,152,152,152,0.00,0.000%,6.57895,8.51,2.95,1325.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i18n/pixel/identify.js-1,409",1,168,168,168,0.00,0.000%,5.95238,185.25,2.35,31869.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i18n/pixel/identify.js-1,417",1,178,178,178,0.00,0.000%,5.61798,174.12,2.22,31737.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /netshoes/sa.js-1,439",1,446,446,446,0.00,0.000%,2.24215,7.19,0.87,3284.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,402",1,162,162,162,0.00,0.000%,6.17284,5.03,6.67,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /cookie.html-1,427",1,413,413,413,0.00,0.000%,2.42131,5.25,1.18,2222.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/1p-user-list/1066460180/-1,419",1,86,86,86,0.00,0.000%,11.62791,8.41,14.74,741.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /track/pageView-1,383",1,160,160,160,0.00,100.000%,6.25000,14.56,5.13,2385.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /cookie.html-1,437",1,392,392,392,0.00,0.000%,2.55102,5.52,1.25,2216.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /v5/recommend/all-1,416",1,493,493,493,0.00,0.000%,2.02840,65.88,4.64,33260.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /v5/recommend/all-1,422",1,379,379,379,0.00,0.000%,2.63852,118.44,8.65,45966.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,443",1,37,37,37,0.00,0.000%,27.02703,15.89,43.95,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=683209870&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=1&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbusca%2Finfantil-avengers%3Fgenero%3Dmenino%26genero%3Dmenina%26genero%3Dbebe-menino%26genero%3Dbebe-menina%26mi%3Dhm_ger_mntop_CR-PER-avengers%26psn%3DMenu_Top&dr=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26gclsrc%3Daw.ds&dt=Menino%20-%20Compre%20J%C3%A1%20%7C%20Netshoes&en=page_view&up.midia_interna_transacao=hm_ger_mntop_CR-PER-avengers-1,446",1,76,76,76,0.00,0.000%,13.15789,7.07,14.02,550.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=90052&ck=1&ref=https://www.netshoes.com.br/bones-1,444",1,204,204,204,0.00,0.000%,4.90196,1.95,3.10,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /event-1,441",1,435,435,435,0.00,0.000%,2.29885,1.18,2.13,525.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /submit/firefox-desktop/baseline/1/ba4f103b-691e-40e5-92b0-a87ae1711fe7-1,447",1,275,275,275,0.00,0.000%,3.63636,2.20,5.86,620.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /bnn/l_netshoes/2022-01-06/4110_feminino.jpg-1,445",1,88,88,88,0.00,0.000%,11.36364,80.61,5.80,7264.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /botas/feminino-1,442",1,80,80,80,0.00,0.000%,12.50000,1240.00,8.02,101581.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,451",1,99,99,99,0.00,0.000%,10.10101,6.69,5.39,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,450",1,87,87,87,0.00,0.000%,11.49425,7.61,6.10,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,449",1,158,158,158,0.00,0.000%,6.32911,5.16,6.97,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,452",1,31,31,31,0.00,0.000%,32.25806,15.09,27.03,479.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/coturno-bota-feminina-militar-trabalho-cano-alto-em-couro-pt/34/RCP-0103-234/RCP-0103-234_zoom1.jpg-1,455",1,16,16,16,0.00,0.000%,62.50000,588.07,36.62,9635.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tags/v2?type=json&tc=1-1,448",1,152,152,152,0.00,0.000%,6.57895,3.15,6.40,490.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /c/hotjar-58506.js-1,459",1,78,78,78,0.00,0.000%,12.82051,35.72,5.03,2853.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/N88-0064-006/lazy-1,461",1,18,18,18,0.00,0.000%,55.55556,42.15,38.09,777.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=877712&ck=1&ref=https://www.netshoes.com.br/recommendations-1,453",1,196,196,196,0.00,0.000%,5.10204,2.03,4.99,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gampad/ads-1,454",1,111,111,111,0.00,0.000%,9.00901,12.95,13.28,1472.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,456",1,118,118,118,0.00,0.000%,8.47458,10.77,3.58,1301.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=999996472&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbotas%2Ffeminino%3Fmi%3Dhm_ger_mntop_M-CAL-calcados-botas%26psn%3DMenu_Top&dp=%2Fbotas%2Ffeminino%3Fmi%3Dhm_ger_mntop_M-CAL-calcados-botas%26psn%3DMenu_Top%26nsCat%3DArtificial&ul=pt-br&de=UTF-8&dt=Botas%20Femininas%20e%20Coturnos%20-%20Encontre%20Aqui%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248380277&_u=AAECAAABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=%2Fbotas%2Ffeminino&cd17=%2Fbotas%2Ffeminino&cd18=&cd19=&cd22=3931&cd23=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26amp%3Bgclsrc%3Daw.ds&cd43=&z=586515564-1,460",1,171,171,171,0.00,0.000%,5.84795,3.56,8.24,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /submit/firefox-desktop/events/1/a2fb8c46-5ffb-488c-a54f-017163aa26b7-1,458",1,244,244,244,0.00,0.000%,4.09836,2.48,8.91,620.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,457",1,82,82,82,0.00,0.000%,12.19512,10.55,5.11,886.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /bg/yBpsGyrbw-0ekNfFbDofVV3UtCeaMQwd_FuZQ5DuPuw.js-1,464",1,80,80,80,0.00,0.000%,12.50000,205.21,5.44,16811.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,469",1,161,161,161,0.00,0.000%,6.21118,5.06,6.88,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /bg/yBpsGyrbw-0ekNfFbDofVV3UtCeaMQwd_FuZQ5DuPuw.js-1,465",1,23,23,23,0.00,0.000%,43.47826,713.78,18.94,16811.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,471",1,155,155,155,0.00,0.000%,6.45161,5.26,7.45,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,472",1,158,158,158,0.00,0.000%,6.32911,5.16,7.63,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/sodar-1,470",1,66,66,66,0.00,0.000%,15.15152,8.11,7.07,548.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/sodar-1,468",1,68,68,68,0.00,0.000%,14.70588,7.87,6.86,548.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pcs/view-1,467",1,123,123,123,0.00,0.000%,8.13008,8.56,7.81,1078.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/RCP-0105-192/lazy-1,480",1,27,27,27,0.00,0.000%,37.03704,28.18,25.39,779.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,475",1,68,68,68,0.00,0.000%,14.70588,9.74,7.83,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pcs/view-1,473",1,67,67,67,0.00,0.000%,14.92537,15.71,14.34,1078.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,474",1,75,75,75,0.00,0.000%,13.33333,8.83,7.06,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-adventure-de-trilha-nobuck-ps197-em-couro-acolchoado-ecosafety/38/KVH-0024-138/KVH-0024-138_zoom1.jpg-1,483",1,32,32,32,0.00,0.000%,31.25000,263.82,18.52,8645.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/J7D-0013-006/lazy-1,478",1,16,16,16,0.00,0.000%,62.50000,44.56,42.85,730.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom1.jpg-1,482",1,18,18,18,0.00,0.000%,55.55556,745.33,31.79,13738.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/RCP-0103-234/lazy-1,479",1,16,16,16,0.00,0.000%,62.50000,49.13,42.85,805.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /push/PushnewsSubscriptionSDK.js-1,466",1,413,413,413,0.00,0.000%,2.42131,23.27,0.95,9842.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /push/PushnewsSubscriptionSDK.js-1,462",1,398,398,398,0.00,0.000%,2.51256,24.16,0.99,9846.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /minicart-1,481",1,82,82,82,0.00,0.000%,12.19512,11.79,8.12,990.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tags/v2?type=json&tc=1-1,463",1,150,150,150,0.00,0.000%,6.66667,3.19,6.03,490.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,484",1,29,29,29,0.00,0.000%,34.48276,16.13,29.06,479.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=877937&ck=1&ref=https://www.netshoes.com.br/recommendations-1,476",1,237,237,237,0.00,0.000%,4.21941,1.68,4.13,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /modules/mercurio.js-1,477",1,80,80,80,0.00,0.000%,12.50000,24.72,4.77,2025.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /modules/update-persistence.js-1,488",1,19,19,19,0.00,0.000%,52.63158,519.74,20.61,10112.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,490",1,670,670,670,0.00,0.000%,1.49254,1.22,1.74,839.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,489",1,234,234,234,0.00,0.000%,4.27350,3.50,5.01,838.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /chuteiras/masculino-1,491",1,37,37,37,0.00,0.000%,27.02703,1501.87,17.58,56903.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-couro-cano-medio-tratorada-casual/06/N88-0064-006/N88-0064-006_zoom1.jpg-1,487",1,16,16,16,0.00,0.000%,62.50000,390.50,36.32,6398.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-cano-curto-feminino-com-cadarco-ziper-e-sola-borracha-tratorada/06/87Z-0498-006/87Z-0498-006_zoom1.jpg-1,485",1,21,21,21,0.00,0.000%,47.61905,336.03,28.65,7226.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/06/J7D-0013-006/J7D-0013-006_zoom1.jpg-1,486",1,35,35,35,0.00,0.000%,28.57143,300.17,17.49,10758.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/chuteira-campo-adidas-22-predator/78/FB8-1987-078/FB8-1987-078_zoom1.jpg-1,493",1,15,15,15,0.00,0.000%,66.66667,646.16,37.89,9925.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/FB8-1237-076/lazy-1,497",1,15,15,15,0.00,0.000%,66.66667,52.47,46.29,806.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/chuteira-de-campo-x-speedportal3-22-adidas/76/FB8-1237-076/FB8-1237-076_zoom1.jpg-1,498",1,18,18,18,0.00,0.000%,55.55556,377.22,32.06,6953.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/chuteira-society-adidas-profissional-22-predator/78/FB8-1994-078/FB8-1994-078_zoom1.jpg-1,496",1,30,30,30,0.00,0.000%,33.33333,286.88,19.43,8813.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/chuteira-futsal-nike-beco-2/72/HZM-0953-172/HZM-0953-172_zoom1.jpg-1,499",1,22,22,22,0.00,0.000%,45.45455,263.36,25.57,5933.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/chuteira-society-nike-beco-2-tf/58/HZM-3221-058/HZM-3221-058_zoom1.jpg-1,500",1,16,16,16,0.00,0.000%,62.50000,612.73,35.40,10039.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/chuteira-society-nike-beco-2-tf/72/HZM-3221-172/HZM-3221-172_zoom1.jpg-1,501",1,17,17,17,0.00,0.000%,58.82353,416.65,33.32,7253.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/HZM-3221-172/lazy-1,502",1,16,16,16,0.00,0.000%,62.50000,55.36,43.40,907.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/HZM-3221-058/lazy-1,504",1,21,21,21,0.00,0.000%,47.61905,40.83,33.06,878.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /minicart-1,505",1,50,50,50,0.00,0.000%,20.00000,19.10,13.50,978.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/sodar-1,503",1,78,78,78,0.00,0.000%,12.82051,6.86,20.90,548.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /c/hotjar-58506.js-1,509",1,21,21,21,0.00,0.000%,47.61905,132.67,18.69,2853.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,506",1,86,86,86,0.00,0.000%,11.62791,13.13,4.91,1156.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,507",1,99,99,99,0.00,0.000%,10.10101,9.22,4.23,935.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gampad/ads-1,492",1,105,105,105,0.00,0.000%,9.52381,13.79,14.27,1483.0
