Rótulo,# Amostras,Média,Mín.,Máx.,Desvio Padrão,% de Erro,Vazão,KB/s,Sent KB/sec,Média de Bytes
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_themes/theme-1/product/desktop/index.min.css-210,1,15,15,15,0.00,0.000%,66.66667,94.47,35.68,1451.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/_behavior/pdp-ajax/all/pdp-ajax.min.css-211,1,30,30,30,0.00,0.000%,33.33333,46.65,18.03,1433.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/rating/rating-box/all/rating-box.min.css-212,1,32,32,32,0.00,0.000%,31.25000,51.64,16.94,1692.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/product/pre-sale/desktop/pre-sale.min.css-213,1,15,15,15,0.00,0.000%,66.66667,99.61,36.20,1530.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_templates/product/short-description/desktop/short-description.min.css-214,1,15,15,15,0.00,0.000%,66.66667,107.29,37.30,1648.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/seller/previews/desktop/preview.min.css-215,1,17,17,17,0.00,0.000%,58.82353,125.57,31.82,2186.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/product-template/desktop/product-template-info.min.css-216,1,74,74,74,0.00,0.000%,13.51351,23.70,7.51,1796.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/reviews/reviews-1/question-answer/desktop/question-answer.min.css-218,1,24,24,24,0.00,0.000%,41.66667,84.51,23.60,2077.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/reviews/reviews-1/surveys/desktop/surveys.min.css-217,1,21,21,21,0.00,0.000%,47.61905,82.59,26.23,1776.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/reviews/reviews-1/answers/all/answer.min.css-219,1,17,17,17,0.00,0.000%,58.82353,47.05,32.11,819.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/reviews/reviews-1/answers/desktop/modal.min.css-220,1,15,15,15,0.00,0.000%,66.66667,65.82,36.59,1011.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/reviews/reviews-1/answers/all/answers.min.css-221,1,17,17,17,0.00,0.000%,58.82353,97.83,32.17,1703.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/recommendations/all/recommendations.min.css-222,1,15,15,15,0.00,0.000%,66.66667,41.93,36.33,644.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/recommendations-test-ab/all/recommendations-test-ab.min.css-223,1,25,25,25,0.00,0.000%,40.00000,25.39,22.42,650.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/reviews/reviews-1/doubts/all/doubts.min.css-224,1,16,16,16,0.00,0.000%,62.50000,103.21,34.06,1691.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/buytogether/all/buytogether.min.css-225,1,17,17,17,0.00,0.000%,58.82353,36.94,31.59,643.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/product/floating-button/desktop/floating-button.min.js-226,1,16,16,16,0.00,0.000%,62.50000,81.36,33.08,1333.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/product/zoom/desktop/zoom.min.js-227,1,15,15,15,0.00,0.000%,66.66667,74.54,33.85,1145.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/_behavior/photo-modal/all/photo-modal.min.js-228,1,16,16,16,0.00,0.000%,62.50000,87.52,32.47,1434.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_templates/personalization/form/all/form.min.js-229,1,19,19,19,0.00,0.000%,52.63158,107.06,26.88,2083.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_lib/ns/restrict-value.min.js-230,1,74,74,74,0.00,0.000%,13.51351,15.74,6.66,1193.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_templates/personalization/desktop/personalization.min.js-231,1,16,16,16,0.00,0.000%,62.50000,74.16,32.53,1215.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_templates/personalization/builder/all/builder.min.js-232,1,25,25,25,0.00,0.000%,40.00000,136.09,20.66,3484.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/product/personalization/builder/builder-step/all/builder-step.min.js-233,1,16,16,16,0.00,0.000%,62.50000,31.43,33.94,515.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/product/personalization/builder/slider/all/slider.min.js-234,1,25,25,25,0.00,0.000%,40.00000,49.61,21.25,1270.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/product/personalization/builder/input/all/input.min.js-235,1,29,29,29,0.00,0.000%,34.48276,38.59,18.25,1146.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/product/personalization/builder/patch-radio/all/patch-radio.min.js-236,1,16,16,16,0.00,0.000%,62.50000,66.89,33.81,1096.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_templates/personalization/builder/builder-combo/all/builder-combo.min.js-237,1,16,16,16,0.00,0.000%,62.50000,86.61,33.51,1419.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/product/personalization/builder/color-radio/all/color-radio.min.js-239,1,16,16,16,0.00,0.000%,62.50000,61.77,33.81,1012.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_templates/personalization/builder/builder-form/all/builder-form.min.js-238,1,17,17,17,0.00,0.000%,58.82353,130.63,31.42,2274.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_templates/personalization/builder/builder-wrapper/all/builder-wrapper.min.js-240,1,16,16,16,0.00,0.000%,62.50000,96.07,33.75,1574.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/reviews/reviews-1/feedback/desktop/feedback.min.js-241,1,16,16,16,0.00,0.000%,62.50000,59.63,32.84,977.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_templates/upsell/desktop/keepBuyingLink.min.js-242,1,16,16,16,0.00,0.000%,62.50000,50.96,31.92,835.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/product/custom-content/all/custom-content-lazy-load.min.js-243,1,16,16,16,0.00,0.000%,62.50000,52.98,33.33,868.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/reviews/reviews-1/modal/desktop/modal.min.js-244,1,16,16,16,0.00,0.000%,62.50000,127.75,32.47,2093.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_templates/product/short-description/desktop/short-description.min.js-245,1,17,17,17,0.00,0.000%,58.82353,51.59,31.31,898.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_templates/product/reviews-1/desktop/reviews.min.js-246,1,16,16,16,0.00,0.000%,62.50000,76.60,32.17,1255.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/product/seller-info/desktop/seller-info.min.js-247,1,16,16,16,0.00,0.000%,62.50000,50.84,32.59,833.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/seller/previews/desktop/preview.min.js-248,1,16,16,16,0.00,0.000%,62.50000,78.37,32.10,1284.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/reviews/reviews-1/question-answer/all/question-answer.min.js-249,1,19,19,19,0.00,0.000%,52.63158,102.28,28.17,1990.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/reviews/reviews-1/answers/desktop/modal.min.js-250,1,16,16,16,0.00,0.000%,62.50000,71.04,32.59,1164.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/recommendations/all/recommendations.min.js-251,1,16,16,16,0.00,0.000%,62.50000,72.33,32.35,1185.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/recommendations-test-ab/all/recommendations-test-ab.min.js-252,1,18,18,18,0.00,0.000%,55.55556,48.18,29.62,888.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/reviews/reviews-1/doubts/all/doubts.min.js-253,1,16,16,16,0.00,0.000%,62.50000,76.29,32.35,1250.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/js/_components/buytogether/all/buytogether.min.js-254,1,16,16,16,0.00,0.000%,62.50000,73.24,31.86,1200.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?t=dc&aip=1&_r=3&v=1&_v=j98&tid=UA-1776034-5&cid=408799580.1667825749&jid=1451217881&gjid=106680999&_gid=2117361916.1667825749&_u=SCGCAAILSAAAACAMI~&z=1305522430-255,1,222,222,222,0.00,0.000%,4.50450,3.09,2.79,702.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-256,1,91,91,91,0.00,0.000%,10.98901,7.28,5.85,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=424933930&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbota-coturno-feminina-cadarco-ziper-conforto-casual-preto-QEJ-0100-006&dp=%2Fbota-coturno-feminina-cadarco-ziper-conforto-casual-preto-QEJ-0100-006&ul=pt-br&de=UTF-8&dt=Bota%20Coturno%20Feminina%20Cadar%C3%A7o%20Z%C3%ADper%20Conforto%20Casual%20-%20Preto%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1680x925&je=0&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826142847&_u=AAECAAABSAAAACAAI~&jid=1097195082&gjid=322497377&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_r=1&_slc=1&cd16=PDP&cd17=%2Fbota-coturno-feminina-cadarco-ziper-conforto-casual-preto-QEJ-0100-006&cd18=&cd19=product%20detail&cd43=Casual&z=2015890797-257,1,81,81,81,0.00,0.000%,12.34568,7.54,15.75,625.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?t=dc&aip=1&_r=3&v=1&_v=j98&tid=UA-1776034-5&cid=408799580.1667825749&jid=1097195082&gjid=322497377&_gid=2117361916.1667825749&_u=AAECAAAASAAAACAAI~&z=1975972463-258,1,71,71,71,0.00,0.000%,14.08451,9.66,8.73,702.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /clients-configuration/netshoes_prescript.js-260,1,71,71,71,0.00,0.000%,14.08451,44.94,5.93,3267.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm/js-259,1,80,80,80,0.00,0.000%,12.50000,658.98,6.36,53984.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_zoom5.jpg-261,1,18,18,18,0.00,0.000%,55.55556,133.41,31.63,2459.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_zoom2.jpg-262,1,16,16,16,0.00,0.000%,62.50000,151.79,35.58,2487.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_thumb1.jpg-263,1,16,16,16,0.00,0.000%,62.50000,70.56,35.58,1156.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_zoom1.jpg-264,1,16,16,16,0.00,0.000%,62.50000,1233.58,35.58,20211.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /font/stores/fontRuler/styles.css-265,1,18,18,18,0.00,0.000%,55.55556,49.53,23.55,913.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_zoom4.jpg-266,1,23,23,23,0.00,0.000%,43.47826,93.58,24.75,2204.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_zoom6.jpg-267,1,16,16,16,0.00,0.000%,62.50000,113.28,35.58,1856.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /782/styles_v4.css-269,1,18,18,18,0.00,0.000%,55.55556,67.60,22.73,1246.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-268,1,64,64,64,0.00,0.000%,15.62500,10.35,8.30,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/images/ncard-vertical-mini.png-270,1,15,15,15,0.00,0.000%,66.66667,73.96,34.11,1136.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_zoom1.jpg-271,1,16,16,16,0.00,0.000%,62.50000,142.94,35.58,2342.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/svg/info-ico.svg-272,1,15,15,15,0.00,0.000%,66.66667,74.41,35.09,1143.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_zoom3.jpg-274,1,18,18,18,0.00,0.000%,55.55556,104.11,31.63,1919.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/fonts/source-sans/SourceSansPro-SemiBold.woff-273,1,41,41,41,0.00,0.000%,24.39024,3050.50,12.79,128072.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /seo/content/QEJ-0100-275,1,89,89,89,0.00,0.000%,11.23596,7.94,7.68,724.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /countdown/QEJ-0100-006-278,1,22,22,22,0.00,0.000%,45.45455,33.56,31.16,756.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /lojista/preview/a-l-shoes-279,1,18,18,18,0.00,0.000%,55.55556,68.68,38.25,1266.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /wishlist/QEJ-0100-006-276,1,100,100,100,0.00,0.000%,10.00000,10.89,6.37,1115.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /wishlist/QEJ-0100-006-277,1,78,78,78,0.00,0.000%,12.82051,14.11,8.16,1127.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /recommendations-282,1,425,425,425,0.00,0.000%,2.35294,37.16,1.59,16171.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /minicart-284,1,137,137,137,0.00,0.000%,7.29927,7.06,4.90,990.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /recommendations-280,1,304,304,304,0.00,0.000%,3.28947,49.12,2.21,15292.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /recommendations-281,1,64,64,64,0.00,0.000%,15.62500,206.16,10.53,13511.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /recommendations/buytogether-283,1,432,432,432,0.00,0.000%,2.31481,23.58,1.72,10432.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /c/hotjar-58506.js-285,1,32,32,32,0.00,0.000%,31.25000,86.30,12.27,2828.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/main.js-287,1,57,57,57,0.00,0.000%,17.54386,78.09,9.70,4558.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/3.js-288,1,79,79,79,0.00,0.000%,12.65823,64.05,6.96,5181.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/3.css-286,1,21,21,21,0.00,0.000%,47.61905,233.40,26.88,5019.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/main.dcd1a3ee23abc01e4c3e.css-291,1,16,16,16,0.00,0.000%,62.50000,109.25,36.74,1790.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/vendors-main.js-289,1,23,23,23,0.00,0.000%,43.47826,3471.21,24.24,81754.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/vendors-main.js-290,1,23,23,23,0.00,0.000%,43.47826,3471.21,24.37,81754.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/vendors-main.js-296,1,25,25,25,0.00,0.000%,40.00000,3193.52,22.42,81754.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm.js-293,1,156,156,156,0.00,0.000%,6.41026,732.28,2.55,116978.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm.js-292,1,166,166,166,0.00,0.000%,6.02410,688.16,2.40,116977.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm.js-294,1,282,282,282,0.00,0.000%,3.54610,386.85,1.41,111710.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm.js-295,1,155,155,155,0.00,0.000%,6.45161,703.82,2.57,111710.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm.js-297,1,344,344,344,0.00,0.000%,2.90698,317.13,1.16,111710.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/2.js-298,1,17,17,17,0.00,0.000%,58.82353,421.99,36.42,7346.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/2.css-299,1,31,31,31,0.00,0.000%,32.25806,92.49,20.44,2936.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/7e140cef126f6b9180bf2ab022eb70e6.png-300,1,16,16,16,0.00,0.000%,62.50000,71.72,33.75,1175.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_zoom1.jpg-301,1,16,16,16,0.00,0.000%,62.50000,416.75,44.19,6828.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/fonts/source-sans-pro-v14-latin-regular.woff2-302,1,16,16,16,0.00,0.000%,62.50000,1030.58,34.73,16885.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-adidas-breaknet-masculino/26/NQQ-4378-026/NQQ-4378-026_zoom1.jpg-303,1,17,17,17,0.00,0.000%,58.82353,285.90,40.44,4977.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-infantil-adidas-breaknet-k-menina/05/NQQ-7987-205/NQQ-7987-205_zoom1.jpg-304,1,17,17,17,0.00,0.000%,58.82353,93.18,40.90,1622.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/4.js-305,1,18,18,18,0.00,0.000%,55.55556,1414.82,30.54,26078.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=356685&ck=1&ref=https://www.netshoes.com.br/busca-306,1,197,197,197,0.00,0.000%,5.07614,2.02,9.82,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /vue-components/6.5.0/netshoesbr/images/0fd3599116ef1813e863756c4567a274.svg-307,1,24,24,24,0.00,0.000%,41.66667,55.79,22.99,1371.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/fonts/source-sans-pro-v14-latin-600.woff2-308,1,17,17,17,0.00,0.000%,58.82353,960.54,32.46,16721.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /vue-components/6.5.0/netshoesbr/images/5b56c97f260fc8a57c1fc8494e01b38f.svg-309,1,15,15,15,0.00,0.000%,66.66667,60.16,36.78,924.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /webstore-recommendations-view/ffe12e31a/netshoesbr/fonts/source-sans-pro-v14-latin-700.woff2-310,1,16,16,16,0.00,0.000%,62.50000,1009.34,34.48,16537.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-adidas-grand-court-base-beyond-masculino/26/3ZP-4508-026/3ZP-4508-026_zoom1.jpg-311,1,18,18,18,0.00,0.000%,55.55556,254.94,34.88,4699.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/camisa-social-manga-longa-slim-fit-remo-fenut/10/32U-0225-010/32U-0225-010_zoom1.jpg-312,1,16,16,16,0.00,0.000%,62.50000,412.23,39.37,6754.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-asics-gel-padel-pro-5-masculino-azul/08/2FV-9794-008/2FV-9794-008_zoom1.jpg-313,1,15,15,15,0.00,0.000%,66.66667,642.38,41.80,9867.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/sandalia-modare-terracota/04/D84-6012-004/D84-6012-004_zoom1.jpg-315,1,17,17,17,0.00,0.000%,58.82353,330.65,35.90,5756.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/starzinho-fasten-tenis/26/HOT-0031-026/HOT-0031-026_zoom1.jpg-316,1,20,20,20,0.00,0.000%,50.00000,386.23,29.69,7910.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/short-acostamento-tactel-listrado-byron-bay-masculino-preto-gg-preto/06/IMU-2452-006/IMU-2452-006_zoom1.jpg-317,1,17,17,17,0.00,0.000%,58.82353,903.03,38.37,15720.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/sapatilha-comfortflex-joanete-bico-redondo-laco-feminina-2263403/76/D82-3465-876/D82-3465-876_zoom1.jpg-314,1,17,17,17,0.00,0.000%,58.82353,296.07,38.14,5154.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/trench-coat-suede-lanca-perfume/42/E92-6685-042/E92-6685-042_zoom1.jpg-318,1,16,16,16,0.00,0.000%,62.50000,378.91,38.51,6208.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-feminina-preta-cadarco-confortavel-lancamento-casual/06/D4P-0144-006/D4P-0144-006_zoom1.jpg-319,1,19,19,19,0.00,0.000%,52.63158,307.26,33.77,5978.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-casual-flatform-macio-leve-plataforma-forms-feminina/06/QEJ-0032-006/QEJ-0032-006_zoom1.jpg-320,1,16,16,16,0.00,0.000%,62.50000,526.49,40.59,8626.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-tratorada-cadarco-estilo-liso-conforto/06/GCI-1067-006/GCI-1067-006_zoom1.jpg-321,1,16,16,16,0.00,0.000%,62.50000,361.57,40.28,5924.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cano-curto-ziper-cadarco-macio-casual/06/0CX-0149-006/0CX-0149-006_zoom1.jpg-322,1,20,20,20,0.00,0.000%,50.00000,438.67,31.49,8984.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual-plataforma/06/G3H-0007-006/G3H-0007-006_zoom1.jpg-323,1,17,17,17,0.00,0.000%,58.82353,624.66,38.03,10874.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-tratorada-feminina-ziper-lateral-casual-moderna/06/5K3-0001-006/5K3-0001-006_zoom1.jpg-324,1,23,23,23,0.00,0.000%,43.47826,362.52,28.02,8538.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-casual-blogueira-tratorada-ziper-lateral-confortavel/06/0CX-0151-006/0CX-0151-006_zoom1.jpg-325,1,16,16,16,0.00,0.000%,62.50000,514.77,41.14,8434.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=1980165860&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3DQEJ-0100-006%26position%3Dbottom&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3DQEJ-0100-006%26position%3Dbottom&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=&je=0&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826155618&_u=AAECAEABSAAAACAAI~&jid=&gjid=&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_slc=1&cd16=undefined&cd17=undefined&z=1903216842-326,1,94,94,94,0.00,0.000%,10.63830,6.47,12.66,623.0
